id,realty_id,total_square_meters,rooms_count,floors_count,floor,price,price_item,district_id,is_commercial,agency_id,deleted_by,delete_reason,longitude,latitude,price_usd,price_eur,price_uah
realty-16938809,16938809,50,2,3,2,10500,210,15087,0,,cron,1,,,385,342,10 500
realty-17147213,17147213,90,3,9,9,10000,111,0,1,28200,,,,,367,326,10 000
realty-16851151,16851151,35,1,9,5,5000,143,15092,1,28200,user,9,,,184,163,5 000
realty-16813228,16813228,90,3,13,13,900,10,15092,1,28200,user,,24.029717,49.839683,900,799,24 523
realty-17140307,17140307,47,2,4,2,6000,128,0,1,28200,,,,,220,196,6 000
realty-17140392,17140392,42,1,10,3,9500,226,15088,1,28200,,,24.0735332,49.8852311,349,310,9 500
realty-15965534,15965534,154,3,6,3,1500,10,15087,1,28200,user,9,,,1 500,1 332,40 872
realty-16784559,16784559,52,2,4,2,10000,192,15087,1,28200,user,,,,367,326,10 000
realty-16524500,16524500,40,2,9,3,7000,175,15088,1,28200,user,9,,,257,228,7 000
realty-16784206,16784206,186,4,4,3,1700,9,15087,1,28200,user,9,,,1 700,1 510,46 322
realty-16784722,16784722,100,3,4,3,1000,10,15087,1,28200,user,9,,,1 000,888,27 248
realty-16524412,16524412,71,2,9,2,11000,155,15092,1,28200,user,9,,,404,359,11 000
realty-17243508,17243508,51,1,7,4,600,12,15089,1,28200,,,,,600,533,16 349
realty-16118538,16118538,186,4,4,3,1600,9,15087,1,28200,user,9,,,1 600,1 421,43 597
realty-16085877,16085877,90,3,6,3,11500,128,15088,1,28200,user,,,,422,375,11 500
realty-16111555,16111555,187,4,4,3,1800,10,15087,1,28200,user,9,,,1 800,1 599,49 046
realty-15965410,15965410,74,2,4,3,800,11,15087,1,28200,user,9,,,800,711,21 798
realty-16710577,16710577,41,1,11,4,10000,244,15091,1,28200,user,9,,,367,326,10 000
realty-17369150,17369150,30,1,4,1,6500,217,15089,0,,,,24.0572088,49.8398564,239,212,6 500
realty-17330720,17330720,72,2,15,13,600,8,15092,0,,,,,,600,533,16 349
realty-17368973,17368973,72,2,15,13,550,8,15092,0,,,,24.0256047,49.8466295,619,550,16 871
realty-17368678,17368678,52,2,3,2,7500,144,15091,0,,,,,,275,244,7 500
realty-17368236,17368236,52,1,12,2,8500,163,15088,1,24021,,,,,312,277,8 500
realty-16700084,16700084,106,2,5,2,14400,136,15088,0,,cron,,,,528,469,14 400
realty-17367757,17367757,80,1,9,8,550,7,15091,1,24021,,,,,550,489,14 986
realty-17367531,17367531,40,1,4,3,8500,213,15744,0,,,,,,312,277,8 500
realty-17367034,17367034,39,1,3,3,12500,321,15087,1,24021,,,,,459,407,12 500
realty-17291169,17291169,34,1,1,1,5500,162,15088,1,28200,,,,,202,179,5 500
realty-16834456,16834456,43,1,7,6,6500,151,15088,1,28200,user,,,,239,212,6 500
realty-17330245,17330245,25,1,1,1,4000,160,15088,1,28200,,,,,147,130,4 000
realty-17366398,17366398,52,2,11,10,7000,135,15091,0,,,,,,257,228,7 000
realty-17366268,17366268,36,1,2,2,7000,194,15087,1,28200,,,,,257,228,7 000
realty-16576509,16576509,78,3,4,4,1100,14,15087,0,,cron,,,,1 100,977,29 973
realty-17364754,17364754,55,1,4,3,10000,182,15755,1,24021,,,,,367,326,10 000
realty-17364543,17364543,74,2,10,1,11500,155,15092,1,24021,,,,,422,375,11 500
realty-17364393,17364393,37,1,5,4,6500,176,15087,0,,,,,,239,212,6 500
realty-13127487,13127487,50,2,5,2,7500,150,15089,1,24288,cron,,,,275,244,7 500
realty-12427186,12427186,42,1,10,6,6800,162,15091,1,24288,cron,,,,250,222,6 800
realty-12184235,12184235,43,2,3,1,7000,163,15089,1,24288,cron,,,,257,228,7 000
realty-12184250,12184250,44,2,2,2,7000,159,15088,1,24288,cron,,,,257,228,7 000
realty-12183920,12183920,28,1,4,3,6000,214,15087,1,24288,cron,,24.027091164001,49.847115742895,220,196,6 000
realty-12303882,12303882,29,1,3,3,6500,224,15087,1,24288,cron,,24.025674957641,49.841919157712,239,212,6 500
realty-17243100,17243100,50,2,9,4,7000,140,15092,1,28200,,,,,257,228,7 000
realty-15802890,15802890,36,1,9,5,7000,194,15088,1,27930,admin,14,,,257,228,7 000
realty-15775145,15775145,60,2,4,2,11000,183,15087,1,27930,admin,14,,,404,359,11 000
realty-15776227,15776227,60,2,5,1,7000,117,15092,1,27930,admin,14,,,257,228,7 000
realty-15773935,15773935,49,2,5,3,7000,143,15091,1,27930,admin,14,,,257,228,7 000
realty-15808819,15808819,56,2,9,9,450,8,15088,1,27930,admin,14,,,450,400,12 262
realty-15841218,15841218,71,4,9,2,8000,113,15091,1,27930,admin,14,,,294,261,8 000
realty-15857501,15857501,46,2,9,6,8500,185,15091,1,27930,admin,14,,,312,277,8 500
realty-15808700,15808700,56,2,9,7,320,6,15092,1,27930,admin,14,,,320,284,8 719
realty-15822255,15822255,46,1,9,4,250,5,15090,1,27930,admin,14,,,250,222,6 812
realty-15830703,15830703,50,2,9,3,8000,160,15088,1,27930,admin,14,,,294,261,8 000
realty-15826813,15826813,36,2,3,2,8300,231,15087,1,27930,admin,14,,,305,271,8 300
realty-15826820,15826820,38,2,3,1,7000,184,15087,1,27930,admin,14,,,257,228,7 000
realty-15857250,15857250,69,3,3,2,550,8,15087,1,27930,admin,14,,,550,489,14 986
realty-15797721,15797721,30,1,5,5,8200,273,15088,1,27930,admin,14,,,301,267,8 200
realty-15826481,15826481,50,2,6,3,11000,220,15088,1,27930,admin,14,,,404,359,11 000
realty-15826574,15826574,54,2,4,2,8000,148,15087,1,27930,admin,14,,,294,261,8 000
realty-15898294,15898294,95,4,3,3,1000,11,15087,1,27930,admin,14,,,1 000,888,27 248
realty-15801106,15801106,32,1,9,5,7000,219,15088,1,27930,admin,14,,,257,228,7 000
realty-15808531,15808531,49,1,5,4,7000,143,15091,1,27930,admin,14,,,257,228,7 000
realty-15826805,15826805,34,2,9,3,6500,191,15087,1,27930,admin,14,,,239,212,6 500
realty-15789064,15789064,69,3,9,5,9000,130,15088,1,27930,admin,14,,,330,293,9 000
realty-15801281,15801281,40,1,10,5,8000,200,15092,1,27930,admin,14,,,294,261,8 000
realty-15788806,15788806,100,3,9,4,500,5,15087,1,27930,admin,14,,,500,444,13 624
realty-15789102,15789102,65,3,9,2,7500,115,15091,1,27930,admin,14,,,275,244,7 500
realty-15797749,15797749,33,1,3,2,8000,242,15087,1,27930,admin,14,,,294,261,8 000
realty-15789113,15789113,98,3,10,2,600,6,15090,1,27930,admin,14,,,600,533,16 349
realty-15797742,15797742,28,1,5,3,6700,239,15091,1,27930,admin,14,,,246,218,6 700
realty-15788718,15788718,95,3,9,2,350,4,15092,1,27930,admin,14,,,350,311,9 537
realty-15788725,15788725,75,3,9,5,12000,160,15088,1,27930,admin,14,,,440,391,12 000
realty-15797341,15797341,40,1,9,6,8000,200,15092,1,27930,admin,14,,,294,261,8 000
realty-15801306,15801306,38,1,9,5,7500,197,15091,1,27930,admin,14,,,275,244,7 500
realty-15789164,15789164,130,5,9,2,12000,92,15092,1,27930,admin,14,,,440,391,12 000
realty-15788788,15788788,96,3,3,2,700,7,15087,1,27930,admin,14,,,700,622,19 074
realty-15789083,15789083,57,3,5,4,8000,140,15088,1,27930,admin,14,,,294,261,8 000
realty-15788734,15788734,72,3,9,2,300,4,15090,1,27930,admin,14,,,300,266,8 174
realty-15789061,15789061,86,3,10,9,11500,134,15091,1,27930,admin,14,,,422,375,11 500
realty-15788682,15788682,93,3,9,8,10500,113,15092,1,27930,admin,14,,,385,342,10 500
realty-15776176,15776176,52,2,2,2,400,8,15087,1,27930,admin,14,,,400,355,10 899
realty-15788784,15788784,70,3,4,3,14000,200,15087,1,27930,admin,14,,,514,456,14 000
realty-15788763,15788763,65,3,9,4,10500,162,15092,1,27930,admin,14,,,385,342,10 500
realty-15775101,15775101,49,2,9,2,8200,167,15091,1,27930,admin,14,,,301,267,8 200
realty-15775233,15775233,50,2,9,4,300,6,15090,1,27930,admin,14,,,300,266,8 174
realty-15779076,15779076,74,2,15,7,10000,135,15091,1,27930,admin,14,,,367,326,10 000
realty-15788522,15788522,34,2,3,1,7000,206,15088,1,27930,admin,14,,,257,228,7 000
realty-15788695,15788695,65,3,3,3,10000,154,15087,1,27930,admin,14,,,367,326,10 000
realty-15775406,15775406,70,2,5,3,400,6,15087,1,27930,admin,14,,,400,355,10 899
realty-15779395,15779395,50,2,3,1,7300,146,15088,1,27930,admin,14,,,268,238,7 300
realty-15776192,15776192,45,2,3,2,7000,156,15087,1,27930,admin,14,,,257,228,7 000
realty-15788298,15788298,52,2,5,3,9500,183,15087,1,27930,admin,14,,,349,310,9 500
realty-15774056,15774056,82,2,16,8,8000,98,15090,1,27930,admin,14,,,294,261,8 000
realty-15776437,15776437,90,2,3,2,9000,100,15089,1,27930,admin,14,,,330,293,9 000
realty-15775724,15775724,50,2,9,8,7000,140,15089,1,27930,admin,14,,,257,228,7 000
realty-15771078,15771078,42,1,3,1,8000,190,15087,1,27930,admin,14,,,294,261,8 000
realty-15775412,15775412,45,2,3,3,8600,191,15087,1,27930,admin,14,,,316,280,8 600
realty-15788558,15788558,65,2,3,1,8000,123,15087,1,27930,admin,14,,,294,261,8 000
realty-15774016,15774016,60,2,3,3,8000,133,15091,1,27930,admin,14,,,294,261,8 000
realty-15771147,15771147,28,1,1,1,7700,275,15088,1,27930,admin,14,,,283,251,7 700
realty-15774900,15774900,75,2,11,2,8500,113,15766,1,27930,admin,14,,,312,277,8 500
realty-15774079,15774079,50,2,3,3,7500,150,15088,1,27930,admin,14,,,275,244,7 500
realty-15771649,15771649,37,1,5,4,8000,216,15087,1,27930,admin,14,,,294,261,8 000
realty-15775204,15775204,50,2,9,1,6500,130,15092,1,27930,admin,14,,,239,212,6 500
realty-15770830,15770830,40,1,6,6,8500,213,15089,1,27930,admin,14,,,312,277,8 500
realty-15773942,15773942,56,2,3,3,10000,179,15087,1,27930,admin,14,,,367,326,10 000
realty-15773985,15773985,44,2,5,3,270,6,15091,1,27930,admin,14,,,270,240,7 357
realty-15773915,15773915,50,2,3,1,7000,140,15089,1,27930,admin,14,,,257,228,7 000
realty-15771284,15771284,55,1,9,6,11000,200,15091,1,27930,admin,14,,,404,359,11 000
realty-15773975,15773975,56,2,9,2,7000,125,15091,1,27930,admin,14,,,257,228,7 000
realty-15771988,15771988,41,1,9,3,7300,178,15090,1,27930,admin,14,,,268,238,7 300
realty-15770910,15770910,31,1,7,7,6300,203,15088,1,27930,admin,14,,,231,205,6 300
realty-15770926,15770926,46,1,4,1,350,8,15087,1,27930,admin,14,,,350,311,9 537
realty-15771783,15771783,37,1,5,4,7500,203,15087,1,27930,admin,14,,,275,244,7 500
realty-15773928,15773928,50,2,9,5,8000,160,15092,1,27930,admin,14,,,294,261,8 000
realty-15771419,15771419,35,1,3,1,8500,243,15087,1,27930,admin,14,,,312,277,8 500
realty-15754698,15754698,25,1,5,5,7300,292,15087,1,27930,admin,14,,,268,238,7 300
realty-15772271,15772271,41,1,9,2,8400,205,15088,1,27930,admin,14,,,308,274,8 400
realty-15771227,15771227,47,1,12,6,400,9,15091,1,27930,admin,14,,,400,355,10 899
realty-15762287,15762287,22,1,9,2,7300,332,15091,1,27930,admin,14,,,268,238,7 300
realty-15770778,15770778,30,1,2,1,7700,257,15089,1,27930,admin,14,,,283,251,7 700
realty-15769958,15769958,42,1,8,3,9000,214,15091,1,27930,admin,14,,,330,293,9 000
realty-15770734,15770734,28,1,3,1,7800,279,15087,1,27930,admin,14,,,286,254,7 800
realty-15772184,15772184,40,1,11,8,7500,188,15092,1,27930,admin,14,,,275,244,7 500
realty-15754578,15754578,43,1,10,3,6300,147,15091,1,27930,admin,14,,,231,205,6 300
realty-15770048,15770048,50,1,10,9,9000,180,15092,1,27930,admin,14,,,330,293,9 000
realty-15771015,15771015,38,1,9,9,8000,211,15092,1,27930,admin,14,,,294,261,8 000
realty-15762335,15762335,47,1,12,4,8200,174,15091,1,27930,admin,14,,,301,267,8 200
realty-15752690,15752690,40,1,12,7,9000,225,15091,1,27930,admin,14,,,330,293,9 000
realty-15752710,15752710,34,1,3,1,7000,206,15088,1,27930,admin,14,,,257,228,7 000
realty-15770798,15770798,31,1,4,1,8000,258,15091,1,27930,admin,14,,,294,261,8 000
realty-15761412,15761412,24,1,3,1,7000,292,15092,1,27930,admin,14,,,257,228,7 000
realty-15752369,15752369,45,1,10,8,350,8,15091,1,27930,admin,14,,,350,311,9 537
realty-15752465,15752465,48,1,10,1,8000,167,15092,1,27930,admin,14,,,294,261,8 000
realty-15754480,15754480,47,1,10,2,10300,219,15091,1,27930,admin,14,,,378,336,10 300
realty-15770720,15770720,42,1,10,1,8500,202,15092,1,27930,admin,14,,,312,277,8 500
realty-15737279,15737279,50,2,9,4,8000,160,15091,1,27930,admin,14,,,294,261,8 000
realty-15752310,15752310,45,1,10,9,9500,211,15087,1,27930,admin,14,,,349,310,9 500
realty-15662202,15662202,34,1,3,1,7000,206,15088,1,27930,admin,14,,,257,228,7 000
realty-15644999,15644999,28,1,9,4,7000,250,15088,1,27930,admin,14,,,257,228,7 000
realty-15662237,15662237,25,1,2,1,8000,320,15087,1,27930,admin,14,,,294,261,8 000
realty-15655111,15655111,34,1,4,1,7800,229,15755,1,27930,admin,14,,,286,254,7 800
realty-17053191,17053191,30,1,3,1,10000,333,0,1,26457,,,,,367,326,10 000
realty-16497809,16497809,73,2,4,3,800,11,15087,1,28200,user,9,,,800,711,21 798
realty-16456778,16456778,78,3,10,4,550,7,15091,1,28200,user,9,,,550,489,14 986
realty-16567731,16567731,52,2,4,2,12000,231,15092,1,28200,user,9,,,440,391,12 000
realty-16802194,16802194,45,2,4,1,8000,178,15087,1,23844,,,24.0290929,49.837114,294,261,8 000
realty-17207346,17207346,47,1,9,5,10000,213,15088,0,,,,23.9633618,49.8194336,367,326,10 000
realty-17044377,17044377,47,2,5,2,8000,170,15091,0,,user,,,,294,261,8 000
realty-17362595,17362595,70,2,10,6,14000,200,15089,0,,,,,,514,456,14 000
realty-17362444,17362444,34,1,5,2,8500,250,15091,0,,,,,,312,277,8 500
realty-17361978,17361978,84,2,8,2,14000,167,15087,1,23348,,,,,514,456,14 000
realty-17361672,17361672,52,1,4,2,11000,212,15092,1,23348,,,,,404,359,11 000
realty-17361216,17361216,47,2,9,1,6000,128,15092,0,,,,,,220,196,6 000
realty-17201173,17201173,30,1,9,4,250,8,15092,0,,cron,1,,,250,222,6 812
realty-17361058,17361058,45,1,1,0,9000,200,15092,1,24021,,,,,330,293,9 000
realty-17360878,17360878,31,1,3,3,8000,258,0,1,24021,,,,,294,261,8 000
realty-17359305,17359305,90,3,4,2,10000,111,15087,0,,,,,,367,326,10 000
realty-17358254,17358254,66,2,8,8,500,8,15091,1,24021,,,,,500,444,13 624
realty-16221380,16221380,40.5,1,9,3,9000,222,15092,0,,user,,24.004053,49.866296,330,293,9 000
realty-17357302,17357302,47,1,10,2,10000,213,15088,0,,,,24.0090919,49.8449254,367,326,10 000
realty-16498543,16498543,73,2,4,3,750,10,15087,1,28200,user,9,24.025642766587,49.843019276651,750,666,20 436
realty-16491132,16491132,78,3,9,4,550,7,15091,1,28200,user,9,,,550,489,14 986
realty-16715886,16715886,50,2,9,1,8500,170,15091,1,28200,user,9,,,312,277,8 500
realty-16778919,16778919,50,2,3,2,9000,180,15087,1,28200,user,9,24.029374133799,49.84497721622,330,293,9 000
realty-16593981,16593981,77,2,3,3,800,10,15087,1,28200,user,9,24.025837226741,49.843063384332,800,711,21 798
realty-16831440,16831440,51,2,5,3,7000,137,15776,1,28200,user,9,,,257,228,7 000
realty-16869079,16869079,46,1,3,1,7000,152,15087,1,28200,user,9,,,257,228,7 000
realty-16728563,16728563,50,2,9,1,8500,170,15091,1,28200,user,9,,,312,277,8 500
realty-16574104,16574104,48,1,10,8,800,17,15092,1,28200,user,9,24.029717,49.839683,800,711,21 798
realty-16869640,16869640,50,1,4,2,500,10,15087,1,28200,user,9,,,500,444,13 624
realty-16784222,16784222,73,2,4,3,750,10,15087,1,28200,user,9,,,750,666,20 436
realty-16864098,16864098,52,2,9,1,8500,163,15091,1,28200,user,9,,,312,277,8 500
realty-16851361,16851361,76,3,5,5,14000,184,15092,1,28200,user,9,,,514,456,14 000
realty-16839312,16839312,50,2,3,3,9000,180,15091,1,28200,user,9,,,330,293,9 000
realty-16869380,16869380,46,1,10,3,400,9,15090,1,28200,user,9,,,400,355,10 899
realty-16886327,16886327,40,1,9,6,8500,213,15090,1,28200,user,9,,,312,277,8 500
realty-16869840,16869840,77,2,5,3,10000,130,15090,1,28200,user,9,,,367,326,10 000
realty-16869204,16869204,50,2,3,1,9500,190,15087,1,28200,user,9,,,349,310,9 500
realty-16834544,16834544,43,1,7,6,7000,163,15088,1,28200,user,9,,,257,228,7 000
realty-16882974,16882974,25,1,9,7,5800,232,15089,1,28200,user,9,,,213,189,5 800
realty-16429455,16429455,77,2,4,3,800,10,15087,1,28200,user,9,24.026122882001,49.843029654933,800,711,21 798
realty-16801245,16801245,71,2,9,2,12000,169,15092,1,28200,user,9,,,440,391,12 000
realty-16879857,16879857,40,1,9,8,10500,263,15092,1,28200,user,9,,,385,342,10 500
realty-16820509,16820509,41,1,3,2,450,11,15087,1,28200,user,9,,,450,400,12 262
realty-16839231,16839231,90,3,6,3,12500,139,15088,1,28200,user,,,,459,407,12 500
realty-16899288,16899288,65,3,3,1,8000,123,15088,1,23844,,,,,294,261,8 000
realty-16187586,16187586,50,2,15,12,10000,200,15091,1,24288,cron,,,,367,326,10 000
realty-15586020,15586020,90,3,10,3,400,4,15092,1,24288,cron,1,,,400,355,10 899
realty-12104431,12104431,78,3,9,5,8500,109,15092,1,24288,cron,,,,312,277,8 500
realty-15603416,15603416,50,1,10,3,7000,140,15090,1,24288,cron,1,,,257,228,7 000
realty-15598804,15598804,60,2,4,3,7500,125,15088,1,24288,cron,,,,275,244,7 500
realty-12121328,12121328,45,2,5,3,7500,167,15091,1,24288,cron,,,,275,244,7 500
realty-17035471,17035471,31,1,9,5,7000,226,15092,1,28200,,,,,257,228,7 000
realty-17356653,17356653,43,2,5,4,5000,116,15088,1,0,,,,,184,163,5 000
realty-17023091,17023091,33,1,16,14,8000,242,15090,0,,cron,1,24.069067999999998,49.802999,294,261,8 000
realty-17356316,17356316,25,1,4,1,3500,140,0,0,,,,,,128,114,3 500
realty-17356297,17356297,57,2,12,5,380,7,15092,1,26457,,,24.0656535,49.8881624,380,338,10 354
realty-17356250,17356250,65,2,3,1,270,4,15755,0,,,,,,270,240,7 357
realty-17352875,17352875,52,1,7,7,450,9,15092,0,,,,24.0278622,49.8567413,450,400,12 262
realty-17355621,17355621,52,1,10,3,8000,154,15088,1,27978,,,,,294,261,8 000
realty-17346835,17346835,100,3,1,0,400,4,0,1,24021,,,,,400,355,10 899
realty-17349497,17349497,40,1,11,6,10000,250,15092,1,29684,,,24.009853097561,49.8452547,367,326,10 000
realty-17349438,17349438,40,1,11,6,10000,250,15092,1,29684,,,23.9665372,49.8617295,367,326,10 000
realty-17349401,17349401,78,3,4,4,1100,14,15087,1,29684,,,24.0288822,49.8465876,1 100,977,29 973
realty-17349404,17349404,75,3,9,3,500,7,15087,1,29684,,,24.022724547156,49.83372235,500,444,13 624
realty-17349378,17349378,40,1,3,3,400,10,15087,1,29684,,,24.0268249,49.8421343,400,355,10 899
realty-17349381,17349381,78,3,4,4,1100,14,15087,1,29684,,,24.0288822,49.8465876,1 100,977,29 973
realty-17349353,17349353,75,3,9,3,500,7,15087,1,29684,,,24.022724547156,49.83372235,500,444,13 624
realty-17349377,17349377,40,1,3,3,400,10,15087,1,29684,,,24.0268249,49.8421343,400,355,10 899
realty-17349347,17349347,78,3,4,4,1100,14,15087,1,29684,,,24.0288822,49.8465876,1 100,977,29 973
realty-17349355,17349355,52,2,9,4,5000,96,15090,1,29684,,,24.0592055,49.7824208,184,163,5 000
realty-17349356,17349356,52,2,9,4,5000,96,15090,1,29684,,,24.0592055,49.7824208,184,163,5 000
realty-17349338,17349338,52,2,9,4,5000,96,15090,1,29684,,,24.0592055,49.7824208,184,163,5 000
realty-17349339,17349339,75,3,9,3,500,7,15087,1,29684,,,24.0217577,49.8336702,500,444,13 624
realty-17349321,17349321,145,4,3,3,1150,8,15088,1,29684,,,23.9732113,49.8309699,1 150,1 022,31 335
realty-17349318,17349318,140,3,3,3,1000,7,15087,1,29684,,,24.0174506,49.8373048,1 126,1 000,30 675
realty-17349314,17349314,51,1,12,10,8000,157,15091,1,29684,,,23.980719542783,49.8063347,294,261,8 000
realty-17349313,17349313,96,3,6,3,450,5,15087,1,29684,,,24.0368126,49.8135385,450,400,12 262
realty-17349309,17349309,75,3,9,3,500,7,15087,1,29684,,,24.0217577,49.8336702,500,444,13 624
realty-17349310,17349310,79,3,4,4,550,7,15091,1,29684,,,24.5474137,49.6692447,550,489,14 986
realty-17349298,17349298,72,3,3,3,450,6,15087,1,29684,,,24.0058939,49.617626,450,400,12 262
realty-17353745,17353745,42,2,3,1,8000,190,15087,0,,,,24.0232578,49.8412365,294,261,8 000
realty-15990667,15990667,55,2,3,2,360,7,15092,0,,user,,24.019374402039,49.847826368428,360,320,9 809
realty-16831550,16831550,43,1,3,2,450,10,15087,1,28200,user,9,,,450,400,12 262
realty-17131780,17131780,77,2,5,3,10000,130,15090,1,28200,,,,,367,326,10 000
realty-17043074,17043074,30,1,3,3,10000,333,15087,1,28200,,,,,367,326,10 000
realty-17042952,17042952,74,2,10,5,1000,14,15092,1,28200,,,,,1 000,888,27 248
realty-17043003,17043003,36,1,3,3,12000,333,15087,1,28200,,,,,440,391,12 000
realty-16527256,16527256,90,3,5,2,13000,144,15091,1,28200,user,,,,477,424,13 000
realty-12841821,12841821,37,1,5,5,7700,,15092,1,24288,cron,1,,,283,251,7 700
realty-16035898,16035898,55,2,11,11,9000,164,15092,1,24288,cron,1,,,330,293,9 000
realty-12129394,12129394,70,3,9,4,8500,121,15092,1,24288,cron,1,,,312,277,8 500
realty-16178704,16178704,44,1,12,7,7800,177,15091,1,24288,cron,1,,,286,254,7 800
realty-12175121,12175121,52,2,5,2,7500,144,15089,1,24288,cron,1,,,275,244,7 500
realty-12623038,12623038,45,1,3,1,7500,167,15091,1,24288,cron,1,,,275,244,7 500
realty-12129101,12129101,30,1,5,2,7000,233,15088,1,24288,cron,1,,,257,228,7 000
realty-15593287,15593287,90,3,7,3,12000,133,15091,1,24288,cron,1,,,440,391,12 000
realty-16245331,16245331,27,1,3,3,7500,278,15092,1,24288,cron,1,,,275,244,7 500
realty-12231285,12231285,44,2,5,2,7000,159,15088,1,24288,cron,1,23.990698952086547,49.82534044873185,257,228,7 000
realty-12146224,12146224,74,3,6,3,500,7,15091,1,24288,cron,1,,,500,444,13 624
realty-12814280,12814280,51,2,6,4,7800,153,15089,1,24288,cron,1,,,286,254,7 800
realty-15593214,15593214,70,2,3,2,8500,121,15088,1,24288,cron,1,,,312,277,8 500
realty-12479870,12479870,45,1,9,6,7000,156,15089,1,24288,cron,1,,,257,228,7 000
realty-12313274,12313274,44,1,9,5,7000,159,15092,1,24288,cron,1,23.992200739988,49.850769637408,257,228,7 000
realty-12266078,12266078,54,2,9,5,7500,139,15091,1,24288,cron,1,,,275,244,7 500
realty-12266023,12266023,49,2,5,4,8000,163,15092,1,24288,cron,1,,,294,261,8 000
realty-12146196,12146196,76,3,4,3,9500,125,15087,1,24288,cron,1,,,349,310,9 500
realty-12239378,12239378,32,1,4,1,7200,,15088,1,24288,cron,1,,,264,235,7 200
realty-12115859,12115859,45,2,3,2,7000,156,15088,1,24288,cron,1,,,257,228,7 000
realty-12278594,12278594,45,1,3,2,7000,156,15091,1,24288,cron,1,,,257,228,7 000
realty-12174809,12174809,52,2,5,1,7500,144,15087,1,24288,cron,1,24.018872875579,49.827561452909,275,244,7 500
realty-12129279,12129279,44,2,3,3,7400,168,15087,1,24288,cron,1,,,272,241,7 400
realty-12129261,12129261,38,2,3,1,8100,,15087,1,24288,cron,1,,,297,264,8 100
realty-12167936,12167936,46,2,5,4,7400,,15089,1,24288,cron,1,,,272,241,7 400
realty-12115643,12115643,58,2,3,2,8400,145,15089,1,24288,cron,1,,,308,274,8 400
realty-12202146,12202146,37,1,9,5,7000,189,15092,1,24288,cron,1,,,257,228,7 000
realty-12115730,12115730,63,2,3,2,7500,119,15089,1,24288,cron,1,,,275,244,7 500
realty-12098790,12098790,55,2,9,3,7000,127,15092,1,24288,cron,1,,,257,228,7 000
realty-12104403,12104403,85,3,3,3,9500,,15088,1,24288,cron,1,,,349,310,9 500
realty-12098145,12098145,22,1,4,1,7200,327,15089,1,24288,cron,1,24.044961113613947,49.82901536474332,264,235,7 200
realty-15902418,15902418,56,2,9,5,9200,164,15091,1,27930,admin,14,,,338,300,9 200
realty-15902639,15902639,69,2,9,2,8000,116,15088,1,27930,admin,14,,,294,261,8 000
realty-15889418,15889418,37,1,13,6,500,14,15091,1,27930,admin,14,,,500,444,13 624
realty-15889758,15889758,46,2,9,6,380,8,15090,1,27930,admin,14,,,380,338,10 354
realty-15866037,15866037,42,2,5,3,7800,186,15088,1,27930,admin,14,,,286,254,7 800
realty-15898515,15898515,77,2,10,6,8000,104,15090,1,27930,admin,14,,,294,261,8 000
realty-15858000,15858000,46,2,5,5,9000,196,15087,1,27930,admin,14,,,330,293,9 000
realty-15865375,15865375,60,2,10,3,10000,167,15092,1,27930,admin,14,,,367,326,10 000
realty-15897784,15897784,41,1,10,9,8000,195,15090,1,27930,admin,14,,,294,261,8 000
realty-15865911,15865911,61,2,10,4,10000,164,15092,1,27930,admin,14,,,367,326,10 000
realty-15865643,15865643,56,2,9,3,8500,152,15092,1,27930,admin,14,,,312,277,8 500
realty-15898788,15898788,65,2,9,7,400,6,15092,1,27930,admin,14,,,400,355,10 899
realty-15902526,15902526,67,2,4,4,500,7,15087,1,27930,admin,14,,,500,444,13 624
realty-15897860,15897860,53,2,9,7,9000,170,15090,1,27930,admin,14,,,330,293,9 000
realty-15865828,15865828,159,5,5,5,1200,8,15087,1,27930,admin,14,,,1 200,1 066,32 698
realty-15902428,15902428,53,2,9,4,8200,155,15090,1,27930,admin,14,,,301,267,8 200
realty-15858108,15858108,30,1,4,4,8000,267,15089,1,27930,admin,14,,,294,261,8 000
realty-15865862,15865862,37,1,10,6,8500,230,15092,1,27930,admin,14,,,312,277,8 500
realty-15889115,15889115,54,2,9,3,8500,157,15091,1,27930,admin,14,,,312,277,8 500
realty-15898231,15898231,28,1,3,2,7000,250,15087,1,27930,admin,14,,,257,228,7 000
realty-15865687,15865687,65,2,4,4,12000,185,15087,1,27930,admin,14,,,440,391,12 000
realty-15752394,15752394,47,1,12,7,400,9,15091,1,27930,admin,14,,,400,355,10 899
realty-15865385,15865385,53,2,5,4,7800,147,15088,1,27930,admin,14,,,286,254,7 800
realty-15827044,15827044,57,2,10,4,12000,211,15092,1,27930,admin,14,,,440,391,12 000
realty-15802882,15802882,40,1,9,4,10000,250,15088,1,27930,admin,14,,,367,326,10 000
realty-15857892,15857892,71,3,3,2,1300,18,15087,1,27930,admin,14,,,1 300,1 155,35 422
realty-15857897,15857897,60,2,4,2,500,8,15087,1,27930,admin,14,,,500,444,13 624
realty-15857235,15857235,58,2,9,7,8200,141,15088,1,27930,admin,14,,,301,267,8 200
realty-15754656,15754656,50,1,7,5,8500,170,15092,1,27930,admin,14,,,312,277,8 500
realty-15865403,15865403,56,2,9,7,8000,143,15092,1,27930,admin,14,,,294,261,8 000
realty-15775740,15775740,72,2,9,2,350,5,15091,1,27930,admin,14,,,350,311,9 537
realty-15802928,15802928,29,1,4,2,6000,207,15088,1,27930,admin,14,,,220,196,6 000
